"Código","Unidade Territorial","UF","Referência","Municípios elegíveis para adesão ao Programa Crianca Feliz"
"420550","FRAIBURGO","SC","09/2019","1"
"420550","FRAIBURGO","SC","04/2019","1"
"420550","FRAIBURGO","SC","10/2019","1"
"420550","FRAIBURGO","SC","10/2018","1"
"420550","FRAIBURGO","SC","08/2019","1"
"420550","FRAIBURGO","SC","12/2018","1"
"420550","FRAIBURGO","SC","03/2019","1"
"420550","FRAIBURGO","SC","05/2019","1"
"420550","FRAIBURGO","SC","02/2019","1"
"420550","FRAIBURGO","SC","01/2019","1"
"420550","FRAIBURGO","SC","07/2019","1"
"420570","GAROPABA","SC","03/2019","1"
"420570","GAROPABA","SC","09/2018","1"
"420570","GAROPABA","SC","08/2019","1"
"420570","GAROPABA","SC","12/2018","1"
"420570","GAROPABA","SC","10/2019","1"
"420570","GAROPABA","SC","02/2019","1"
"420570","GAROPABA","SC","04/2019","1"
"420570","GAROPABA","SC","05/2019","1"
"420570","GAROPABA","SC","01/2019","1"
"420570","GAROPABA","SC","09/2019","1"
"420570","GAROPABA","SC","10/2018","1"
"420570","GAROPABA","SC","06/2019","1"
"420570","GAROPABA","SC","07/2019","1"
"420570","GAROPABA","SC","11/2018","1"
"420580","GARUVA","SC","05/2019","1"
"420580","GARUVA","SC","10/2019","1"
"420580","GARUVA","SC","03/2019","1"
"420580","GARUVA","SC","02/2019","1"
"420580","GARUVA","SC","04/2019","1"
"420580","GARUVA","SC","10/2018","1"
"420580","GARUVA","SC","09/2018","1"
"420580","GARUVA","SC","12/2018","1"
"420580","GARUVA","SC","01/2019","1"
"420580","GARUVA","SC","11/2018","1"
"420580","GARUVA","SC","08/2019","1"
"420580","GARUVA","SC","06/2019","1"
"420580","GARUVA","SC","09/2019","1"
"420580","GARUVA","SC","07/2019","1"
"420590","GASPAR","SC","11/2018","1"
"420590","GASPAR","SC","09/2018","1"
"420590","GASPAR","SC","03/2019","1"
"420590","GASPAR","SC","06/2019","1"
"420590","GASPAR","SC","10/2019","1"
"420590","GASPAR","SC","10/2018","1"
"420590","GASPAR","SC","12/2018","1"
"420590","GASPAR","SC","01/2019","1"
"420590","GASPAR","SC","04/2019","1"
"420590","GASPAR","SC","05/2019","1"
"420590","GASPAR","SC","02/2019","1"
"420590","GASPAR","SC","09/2019","1"
"420590","GASPAR","SC","08/2019","1"
"420590","GASPAR","SC","07/2019","1"
"420650","GUARAMIRIM","SC","07/2019","1"
"420650","GUARAMIRIM","SC","05/2019","1"
"420650","GUARAMIRIM","SC","09/2018","1"
"420650","GUARAMIRIM","SC","10/2018","1"
"420650","GUARAMIRIM","SC","04/2019","1"
"420650","GUARAMIRIM","SC","11/2018","1"
"420650","GUARAMIRIM","SC","03/2019","1"
"420650","GUARAMIRIM","SC","06/2019","1"
"420650","GUARAMIRIM","SC","08/2019","1"
"420650","GUARAMIRIM","SC","12/2018","1"
"420650","GUARAMIRIM","SC","02/2019","1"
"420650","GUARAMIRIM","SC","09/2019","1"
"420650","GUARAMIRIM","SC","10/2019","1"
"420650","GUARAMIRIM","SC","01/2019","1"
"420670","HERVAL DOESTE","SC","07/2019","1"
"420670","HERVAL DOESTE","SC","11/2018","1"
"420670","HERVAL DOESTE","SC","09/2018","1"
"420670","HERVAL DOESTE","SC","08/2019","1"
"420670","HERVAL DOESTE","SC","10/2019","1"
"420670","HERVAL DOESTE","SC","10/2018","1"
"420670","HERVAL DOESTE","SC","04/2019","1"
"420670","HERVAL DOESTE","SC","02/2019","1"
"420670","HERVAL DOESTE","SC","05/2019","1"
"420670","HERVAL DOESTE","SC","12/2018","1"
"420670","HERVAL DOESTE","SC","06/2019","1"
"420670","HERVAL DOESTE","SC","09/2019","1"
"420670","HERVAL DOESTE","SC","03/2019","1"
"420670","HERVAL DOESTE","SC","01/2019","1"
"420700","IÇARA","SC","02/2019","1"
"420700","IÇARA","SC","10/2019","1"
"420700","IÇARA","SC","05/2019","1"
"420700","IÇARA","SC","06/2019","1"
"420700","IÇARA","SC","11/2018","1"
"420700","IÇARA","SC","03/2019","1"
"420700","IÇARA","SC","09/2019","1"
"420700","IÇARA","SC","12/2018","1"
"420700","IÇARA","SC","10/2018","1"
"420700","IÇARA","SC","04/2019","1"
"420700","IÇARA","SC","07/2019","1"
"420700","IÇARA","SC","08/2019","1"
"420700","IÇARA","SC","09/2018","1"
"420700","IÇARA","SC","01/2019","1"
"420720","IMARUÍ","SC","10/2018","1"
"420720","IMARUÍ","SC","09/2019","1"
"420720","IMARUÍ","SC","04/2019","1"
"420720","IMARUÍ","SC","01/2019","1"
"420720","IMARUÍ","SC","12/2018","1"
"420720","IMARUÍ","SC","07/2019","1"
"420720","IMARUÍ","SC","05/2019","1"
"420720","IMARUÍ","SC","08/2019","1"
"420720","IMARUÍ","SC","02/2019","1"
"420720","IMARUÍ","SC","06/2019","1"
"420720","IMARUÍ","SC","10/2019","1"
"420720","IMARUÍ","SC","03/2019","1"
"420720","IMARUÍ","SC","11/2018","1"
"420720","IMARUÍ","SC","09/2018","1"
"420730","IMBITUBA","SC","03/2019","1"
"420730","IMBITUBA","SC","04/2019","1"
"420730","IMBITUBA","SC","08/2019","1"
"420730","IMBITUBA","SC","11/2018","1"
"420730","IMBITUBA","SC","02/2019","1"
"420730","IMBITUBA","SC","05/2019","1"
"420730","IMBITUBA","SC","10/2019","1"
"420730","IMBITUBA","SC","09/2019","1"
"420730","IMBITUBA","SC","10/2018","1"
"420730","IMBITUBA","SC","01/2019","1"
"420730","IMBITUBA","SC","12/2018","1"
"420730","IMBITUBA","SC","06/2019","1"
"420730","IMBITUBA","SC","09/2018","1"
"420730","IMBITUBA","SC","07/2019","1"
"420750","INDAIAL","SC","02/2019","1"
"420750","INDAIAL","SC","04/2019","1"
"420750","INDAIAL","SC","06/2019","1"
"420750","INDAIAL","SC","07/2019","1"
"420750","INDAIAL","SC","09/2019","1"
"420750","INDAIAL","SC","08/2019","1"
"420750","INDAIAL","SC","11/2018","1"
"420750","INDAIAL","SC","10/2018","1"
"420750","INDAIAL","SC","09/2018","1"
"420750","INDAIAL","SC","03/2019","1"
"420750","INDAIAL","SC","05/2019","1"
"420750","INDAIAL","SC","01/2019","1"
"420750","INDAIAL","SC","10/2019","1"
"420750","INDAIAL","SC","12/2018","1"
"420768","IPUAÇU","SC","12/2018","1"
"420768","IPUAÇU","SC","09/2018","1"
"420768","IPUAÇU","SC","02/2019","1"
"420768","IPUAÇU","SC","10/2019","1"
"420768","IPUAÇU","SC","06/2019","1"
"420768","IPUAÇU","SC","11/2018","1"
"420768","IPUAÇU","SC","03/2019","1"
"420768","IPUAÇU","SC","07/2019","1"
"420768","IPUAÇU","SC","01/2019","1"
"420768","IPUAÇU","SC","09/2019","1"
"420768","IPUAÇU","SC","08/2019","1"
"420768","IPUAÇU","SC","05/2019","1"
"420768","IPUAÇU","SC","04/2019","1"
"420768","IPUAÇU","SC","10/2018","1"
"420790","IRINEÓPOLIS","SC","11/2018","1"
"420790","IRINEÓPOLIS","SC","09/2019","1"
"420790","IRINEÓPOLIS","SC","01/2019","1"
"420790","IRINEÓPOLIS","SC","02/2019","1"
"420790","IRINEÓPOLIS","SC","03/2019","1"
"420790","IRINEÓPOLIS","SC","05/2019","1"
"420790","IRINEÓPOLIS","SC","12/2018","1"
"420790","IRINEÓPOLIS","SC","08/2019","1"
"420790","IRINEÓPOLIS","SC","06/2019","1"
"420790","IRINEÓPOLIS","SC","10/2019","1"
"420790","IRINEÓPOLIS","SC","09/2018","1"
"420790","IRINEÓPOLIS","SC","10/2018","1"
"420790","IRINEÓPOLIS","SC","04/2019","1"
"420790","IRINEÓPOLIS","SC","07/2019","1"
"420810","ITAIÓPOLIS","SC","05/2019","1"
"420810","ITAIÓPOLIS","SC","11/2018","1"
"420810","ITAIÓPOLIS","SC","08/2019","1"
"420810","ITAIÓPOLIS","SC","01/2019","1"
"420810","ITAIÓPOLIS","SC","04/2019","1"
"420810","ITAIÓPOLIS","SC","12/2018","1"
"420810","ITAIÓPOLIS","SC","09/2018","1"
"420810","ITAIÓPOLIS","SC","06/2019","1"
"420810","ITAIÓPOLIS","SC","02/2019","1"
"420810","ITAIÓPOLIS","SC","09/2019","1"
"420810","ITAIÓPOLIS","SC","10/2018","1"
"420810","ITAIÓPOLIS","SC","03/2019","1"
"420810","ITAIÓPOLIS","SC","10/2019","1"
"420810","ITAIÓPOLIS","SC","07/2019","1"
"420820","ITAJAÍ","SC","09/2019","1"
"420820","ITAJAÍ","SC","11/2018","1"
"420820","ITAJAÍ","SC","10/2018","1"
"420820","ITAJAÍ","SC","03/2019","1"
"420820","ITAJAÍ","SC","02/2019","1"
"420820","ITAJAÍ","SC","12/2018","1"
"420820","ITAJAÍ","SC","04/2019","1"
"420820","ITAJAÍ","SC","05/2019","1"
"420820","ITAJAÍ","SC","01/2019","1"
"420820","ITAJAÍ","SC","08/2019","1"
"420820","ITAJAÍ","SC","10/2019","1"
"420820","ITAJAÍ","SC","09/2018","1"
"420820","ITAJAÍ","SC","06/2019","1"
"420820","ITAJAÍ","SC","07/2019","1"
"420830","ITAPEMA","SC","12/2018","1"
"420830","ITAPEMA","SC","09/2018","1"
"420830","ITAPEMA","SC","03/2019","1"
"420830","ITAPEMA","SC","10/2018","1"
"420830","ITAPEMA","SC","10/2019","1"
"420830","ITAPEMA","SC","05/2019","1"
"420830","ITAPEMA","SC","04/2019","1"
"420830","ITAPEMA","SC","09/2019","1"
"420830","ITAPEMA","SC","01/2019","1"
"420830","ITAPEMA","SC","07/2019","1"
"420830","ITAPEMA","SC","02/2019","1"
"420830","ITAPEMA","SC","06/2019","1"
"420830","ITAPEMA","SC","11/2018","1"
"420830","ITAPEMA","SC","08/2019","1"
"420890","JARAGUÁ DO SUL","SC","05/2019","1"
"420890","JARAGUÁ DO SUL","SC","08/2019","1"
"420890","JARAGUÁ DO SUL","SC","09/2019","1"
"420890","JARAGUÁ DO SUL","SC","06/2019","1"
"420890","JARAGUÁ DO SUL","SC","03/2019","1"
"420890","JARAGUÁ DO SUL","SC","12/2018","1"
"420890","JARAGUÁ DO SUL","SC","10/2019","1"
"420890","JARAGUÁ DO SUL","SC","02/2019","1"
"420890","JARAGUÁ DO SUL","SC","11/2018","1"
"420890","JARAGUÁ DO SUL","SC","07/2019","1"
"420890","JARAGUÁ DO SUL","SC","01/2019","1"
"420890","JARAGUÁ DO SUL","SC","10/2018","1"
"420890","JARAGUÁ DO SUL","SC","09/2018","1"
"420890","JARAGUÁ DO SUL","SC","04/2019","1"
"420900","JOAÇABA","SC","05/2019","1"
"420900","JOAÇABA","SC","07/2019","1"
"420900","JOAÇABA","SC","11/2018","1"
"420900","JOAÇABA","SC","12/2018","1"
"420900","JOAÇABA","SC","03/2019","1"
"420900","JOAÇABA","SC","04/2019","1"
"420900","JOAÇABA","SC","09/2018","1"
"420900","JOAÇABA","SC","02/2019","1"
"420900","JOAÇABA","SC","08/2019","1"
"420900","JOAÇABA","SC","10/2019","1"
"420900","JOAÇABA","SC","09/2019","1"
"420900","JOAÇABA","SC","01/2019","1"
"420900","JOAÇABA","SC","10/2018","1"
"420900","JOAÇABA","SC","06/2019","1"
"420910","JOINVILLE","SC","10/2018","1"
"420910","JOINVILLE","SC","12/2018","1"
"420910","JOINVILLE","SC","04/2019","1"
"420910","JOINVILLE","SC","02/2019","1"
"420910","JOINVILLE","SC","05/2019","1"
"420910","JOINVILLE","SC","01/2019","1"
"420910","JOINVILLE","SC","09/2019","1"
"420910","JOINVILLE","SC","09/2018","1"
"420910","JOINVILLE","SC","07/2019","1"
"420910","JOINVILLE","SC","11/2018","1"
"420910","JOINVILLE","SC","06/2019","1"
"420910","JOINVILLE","SC","10/2019","1"
"420910","JOINVILLE","SC","03/2019","1"
"420910","JOINVILLE","SC","08/2019","1"
"420930","LAGES","SC","11/2018","1"
"420930","LAGES","SC","05/2019","1"
"420930","LAGES","SC","10/2019","1"
"420930","LAGES","SC","02/2019","1"
"420930","LAGES","SC","03/2019","1"
"420930","LAGES","SC","10/2018","1"
"420930","LAGES","SC","07/2019","1"
"420930","LAGES","SC","12/2018","1"
"420930","LAGES","SC","09/2019","1"
"420930","LAGES","SC","08/2019","1"
"420930","LAGES","SC","09/2018","1"
"420930","LAGES","SC","01/2019","1"
"420930","LAGES","SC","06/2019","1"
"420930","LAGES","SC","04/2019","1"
"420970","LEBON RÉGIS","SC","01/2019","1"
"420970","LEBON RÉGIS","SC","12/2018","1"
"420970","LEBON RÉGIS","SC","10/2019","1"
"420970","LEBON RÉGIS","SC","11/2018","1"
"420970","LEBON RÉGIS","SC","06/2019","1"
"420970","LEBON RÉGIS","SC","10/2018","1"
"420970","LEBON RÉGIS","SC","09/2018","1"
"420970","LEBON RÉGIS","SC","04/2019","1"
"420970","LEBON RÉGIS","SC","05/2019","1"
"420970","LEBON RÉGIS","SC","03/2019","1"
"420970","LEBON RÉGIS","SC","02/2019","1"
"420970","LEBON RÉGIS","SC","08/2019","1"
"420970","LEBON RÉGIS","SC","07/2019","1"
"420970","LEBON RÉGIS","SC","09/2019","1"
"421010","MAFRA","SC","01/2019","1"
"421010","MAFRA","SC","09/2019","1"
"421010","MAFRA","SC","04/2019","1"
"421010","MAFRA","SC","07/2019","1"
"421010","MAFRA","SC","05/2019","1"
"421010","MAFRA","SC","10/2019","1"
"421010","MAFRA","SC","03/2019","1"
"421010","MAFRA","SC","10/2018","1"
"421010","MAFRA","SC","09/2018","1"
"421010","MAFRA","SC","06/2019","1"
"421010","MAFRA","SC","02/2019","1"
"421010","MAFRA","SC","12/2018","1"
"421010","MAFRA","SC","11/2018","1"
"421010","MAFRA","SC","08/2019","1"
"421105","MONTE CARLO","SC","12/2018","1"
"421105","MONTE CARLO","SC","01/2019","1"
"421105","MONTE CARLO","SC","09/2018","1"
"421105","MONTE CARLO","SC","10/2018","1"
"421105","MONTE CARLO","SC","05/2019","1"
"421105","MONTE CARLO","SC","06/2019","1"
"421105","MONTE CARLO","SC","04/2019","1"
"421105","MONTE CARLO","SC","10/2019","1"
"421105","MONTE CARLO","SC","09/2019","1"
"421105","MONTE CARLO","SC","11/2018","1"
"421105","MONTE CARLO","SC","07/2019","1"
"421105","MONTE CARLO","SC","03/2019","1"
"421105","MONTE CARLO","SC","08/2019","1"
"421105","MONTE CARLO","SC","02/2019","1"
"421110","MONTE CASTELO","SC","09/2019","1"
"421110","MONTE CASTELO","SC","10/2019","1"
"421110","MONTE CASTELO","SC","12/2018","1"
"421110","MONTE CASTELO","SC","06/2019","1"
"421110","MONTE CASTELO","SC","02/2019","1"
"421110","MONTE CASTELO","SC","04/2019","1"
"421110","MONTE CASTELO","SC","01/2019","1"
"421110","MONTE CASTELO","SC","09/2018","1"
"421110","MONTE CASTELO","SC","03/2019","1"
"421110","MONTE CASTELO","SC","10/2018","1"
"421110","MONTE CASTELO","SC","05/2019","1"
"421110","MONTE CASTELO","SC","07/2019","1"
"421110","MONTE CASTELO","SC","11/2018","1"
"421110","MONTE CASTELO","SC","08/2019","1"
"421130","NAVEGANTES","SC","10/2019","1"
"421130","NAVEGANTES","SC","10/2018","1"
"421130","NAVEGANTES","SC","01/2019","1"
"421130","NAVEGANTES","SC","12/2018","1"
"421130","NAVEGANTES","SC","09/2018","1"
"421130","NAVEGANTES","SC","07/2019","1"
"421130","NAVEGANTES","SC","03/2019","1"
"421130","NAVEGANTES","SC","06/2019","1"
"421130","NAVEGANTES","SC","05/2019","1"
"421130","NAVEGANTES","SC","09/2019","1"
"421130","NAVEGANTES","SC","02/2019","1"
"421130","NAVEGANTES","SC","04/2019","1"
"421130","NAVEGANTES","SC","11/2018","1"
"421130","NAVEGANTES","SC","08/2019","1"
"421170","ORLEANS","SC","09/2018","1"
"421170","ORLEANS","SC","12/2018","1"
"421170","ORLEANS","SC","09/2019","1"
"421170","ORLEANS","SC","02/2019","1"
"421170","ORLEANS","SC","08/2019","1"
"421170","ORLEANS","SC","04/2019","1"
"421170","ORLEANS","SC","03/2019","1"
"421170","ORLEANS","SC","01/2019","1"
"421170","ORLEANS","SC","10/2019","1"
"421170","ORLEANS","SC","07/2019","1"
"421170","ORLEANS","SC","06/2019","1"
"421170","ORLEANS","SC","10/2018","1"
"421170","ORLEANS","SC","05/2019","1"
"421170","ORLEANS","SC","11/2018","1"
"421190","PALHOÇA","SC","09/2019","1"
"421190","PALHOÇA","SC","08/2019","1"
"421190","PALHOÇA","SC","05/2019","1"
"421190","PALHOÇA","SC","10/2019","1"
"421190","PALHOÇA","SC","01/2019","1"
"421190","PALHOÇA","SC","02/2019","1"
"421190","PALHOÇA","SC","04/2019","1"
"421190","PALHOÇA","SC","12/2018","1"
"421190","PALHOÇA","SC","09/2018","1"
"421190","PALHOÇA","SC","06/2019","1"
"421190","PALHOÇA","SC","07/2019","1"
"421190","PALHOÇA","SC","10/2018","1"
"421190","PALHOÇA","SC","03/2019","1"
"421190","PALHOÇA","SC","11/2018","1"
"421200","PALMA SOLA","SC","10/2018","1"
"421200","PALMA SOLA","SC","12/2018","1"
"421200","PALMA SOLA","SC","08/2019","1"
"421200","PALMA SOLA","SC","05/2019","1"
"421200","PALMA SOLA","SC","01/2019","1"
"421200","PALMA SOLA","SC","03/2019","1"
"421200","PALMA SOLA","SC","11/2018","1"
"421200","PALMA SOLA","SC","10/2019","1"
"421200","PALMA SOLA","SC","02/2019","1"
"421200","PALMA SOLA","SC","09/2019","1"
"421200","PALMA SOLA","SC","04/2019","1"
"421200","PALMA SOLA","SC","09/2018","1"
"421200","PALMA SOLA","SC","07/2019","1"
"421200","PALMA SOLA","SC","06/2019","1"
"421225","PASSO DE TORRES","SC","10/2019","1"
"421225","PASSO DE TORRES","SC","06/2019","1"
"421225","PASSO DE TORRES","SC","08/2019","1"
"421225","PASSO DE TORRES","SC","01/2019","1"
"421225","PASSO DE TORRES","SC","09/2019","1"
"421225","PASSO DE TORRES","SC","03/2019","1"
"421225","PASSO DE TORRES","SC","05/2019","1"
"421225","PASSO DE TORRES","SC","09/2018","1"
"421225","PASSO DE TORRES","SC","11/2018","1"
"421225","PASSO DE TORRES","SC","12/2018","1"
"421225","PASSO DE TORRES","SC","04/2019","1"
"421225","PASSO DE TORRES","SC","10/2018","1"
"421225","PASSO DE TORRES","SC","02/2019","1"
"421225","PASSO DE TORRES","SC","07/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","11/2018","1"
"421280","BALNEÁRIO PIÇARRAS","SC","10/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","12/2018","1"
"421280","BALNEÁRIO PIÇARRAS","SC","01/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","06/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","10/2018","1"
"421280","BALNEÁRIO PIÇARRAS","SC","09/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","05/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","03/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","07/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","04/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","08/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","02/2019","1"
"421280","BALNEÁRIO PIÇARRAS","SC","09/2018","1"
"421350","PORTO BELO","SC","08/2019","1"
"421350","PORTO BELO","SC","07/2019","1"
"421350","PORTO BELO","SC","11/2018","1"
"421350","PORTO BELO","SC","01/2019","1"
"421350","PORTO BELO","SC","09/2019","1"
"421350","PORTO BELO","SC","05/2019","1"
"421350","PORTO BELO","SC","04/2019","1"
"421350","PORTO BELO","SC","10/2019","1"
"421350","PORTO BELO","SC","09/2018","1"
"421350","PORTO BELO","SC","02/2019","1"
"421350","PORTO BELO","SC","12/2018","1"
"421350","PORTO BELO","SC","03/2019","1"
"421350","PORTO BELO","SC","06/2019","1"
"421350","PORTO BELO","SC","10/2018","1"
"421360","PORTO UNIÃO","SC","08/2019","1"
"421360","PORTO UNIÃO","SC","12/2018","1"
"421360","PORTO UNIÃO","SC","11/2018","1"
"421360","PORTO UNIÃO","SC","05/2019","1"
"421360","PORTO UNIÃO","SC","09/2019","1"
"421360","PORTO UNIÃO","SC","04/2019","1"
"421360","PORTO UNIÃO","SC","10/2019","1"
"421360","PORTO UNIÃO","SC","07/2019","1"
"421360","PORTO UNIÃO","SC","09/2018","1"
"421360","PORTO UNIÃO","SC","03/2019","1"
"421360","PORTO UNIÃO","SC","02/2019","1"
"421360","PORTO UNIÃO","SC","10/2018","1"
"421360","PORTO UNIÃO","SC","01/2019","1"
"421360","PORTO UNIÃO","SC","06/2019","1"
"421480","RIO DO SUL","SC","07/2019","1"
"421480","RIO DO SUL","SC","09/2019","1"
"421480","RIO DO SUL","SC","02/2019","1"
"421480","RIO DO SUL","SC","06/2019","1"
"421480","RIO DO SUL","SC","12/2018","1"
"421480","RIO DO SUL","SC","05/2019","1"
"421480","RIO DO SUL","SC","11/2018","1"
"421480","RIO DO SUL","SC","09/2018","1"
"421480","RIO DO SUL","SC","10/2018","1"
"421480","RIO DO SUL","SC","08/2019","1"
"421480","RIO DO SUL","SC","10/2019","1"
"421480","RIO DO SUL","SC","03/2019","1"
"421480","RIO DO SUL","SC","01/2019","1"
"421480","RIO DO SUL","SC","04/2019","1"
"421500","RIO NEGRINHO","SC","11/2018","1"
"421500","RIO NEGRINHO","SC","05/2019","1"
"421500","RIO NEGRINHO","SC","07/2019","1"
"421500","RIO NEGRINHO","SC","04/2019","1"
"421500","RIO NEGRINHO","SC","03/2019","1"
"421500","RIO NEGRINHO","SC","10/2019","1"
"421500","RIO NEGRINHO","SC","09/2018","1"
"421500","RIO NEGRINHO","SC","02/2019","1"
"421500","RIO NEGRINHO","SC","01/2019","1"
"421500","RIO NEGRINHO","SC","06/2019","1"
"421500","RIO NEGRINHO","SC","12/2018","1"
"421500","RIO NEGRINHO","SC","10/2018","1"
"421500","RIO NEGRINHO","SC","08/2019","1"
"421500","RIO NEGRINHO","SC","09/2019","1"
"421550","SANTA CECÍLIA","SC","05/2019","1"
"421550","SANTA CECÍLIA","SC","12/2018","1"
"421550","SANTA CECÍLIA","SC","07/2019","1"
"421550","SANTA CECÍLIA","SC","08/2019","1"
"421550","SANTA CECÍLIA","SC","10/2018","1"
"421550","SANTA CECÍLIA","SC","01/2019","1"
"421550","SANTA CECÍLIA","SC","10/2019","1"
"421550","SANTA CECÍLIA","SC","09/2019","1"
"421550","SANTA CECÍLIA","SC","04/2019","1"
"421550","SANTA CECÍLIA","SC","02/2019","1"
"421550","SANTA CECÍLIA","SC","09/2018","1"
"421550","SANTA CECÍLIA","SC","06/2019","1"
"421550","SANTA CECÍLIA","SC","03/2019","1"
"421550","SANTA CECÍLIA","SC","11/2018","1"
"421580","SÃO BENTO DO SUL","SC","04/2019","1"
"421580","SÃO BENTO DO SUL","SC","11/2018","1"
"421580","SÃO BENTO DO SUL","SC","09/2019","1"
"421580","SÃO BENTO DO SUL","SC","05/2019","1"
"421580","SÃO BENTO DO SUL","SC","08/2019","1"
"421580","SÃO BENTO DO SUL","SC","03/2019","1"
"421580","SÃO BENTO DO SUL","SC","10/2019","1"
"421580","SÃO BENTO DO SUL","SC","10/2018","1"
"421580","SÃO BENTO DO SUL","SC","09/2018","1"
"421580","SÃO BENTO DO SUL","SC","01/2019","1"
"421580","SÃO BENTO DO SUL","SC","02/2019","1"
"421580","SÃO BENTO DO SUL","SC","06/2019","1"
"421580","SÃO BENTO DO SUL","SC","07/2019","1"
"421580","SÃO BENTO DO SUL","SC","12/2018","1"
"421620","SÃO FRANCISCO DO SUL","SC","11/2018","1"
"421620","SÃO FRANCISCO DO SUL","SC","09/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","10/2018","1"
"421620","SÃO FRANCISCO DO SUL","SC","10/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","05/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","08/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","01/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","02/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","12/2018","1"
"421620","SÃO FRANCISCO DO SUL","SC","04/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","06/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","07/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","03/2019","1"
"421620","SÃO FRANCISCO DO SUL","SC","09/2018","1"
"421630","SÃO JOÃO BATISTA","SC","08/2019","1"
"421630","SÃO JOÃO BATISTA","SC","05/2019","1"
"421630","SÃO JOÃO BATISTA","SC","03/2019","1"
"421630","SÃO JOÃO BATISTA","SC","12/2018","1"
"421630","SÃO JOÃO BATISTA","SC","09/2019","1"
"421630","SÃO JOÃO BATISTA","SC","09/2018","1"
"421630","SÃO JOÃO BATISTA","SC","01/2019","1"
"421630","SÃO JOÃO BATISTA","SC","11/2018","1"
"421630","SÃO JOÃO BATISTA","SC","06/2019","1"
"421630","SÃO JOÃO BATISTA","SC","04/2019","1"
"421630","SÃO JOÃO BATISTA","SC","02/2019","1"
"421630","SÃO JOÃO BATISTA","SC","10/2019","1"
"421630","SÃO JOÃO BATISTA","SC","07/2019","1"
"421630","SÃO JOÃO BATISTA","SC","10/2018","1"
"421650","SÃO JOAQUIM","SC","01/2019","1"
"421650","SÃO JOAQUIM","SC","04/2019","1"
"421650","SÃO JOAQUIM","SC","03/2019","1"
"421650","SÃO JOAQUIM","SC","08/2019","1"
"421650","SÃO JOAQUIM","SC","06/2019","1"
"421650","SÃO JOAQUIM","SC","05/2019","1"
"421650","SÃO JOAQUIM","SC","12/2018","1"
"421650","SÃO JOAQUIM","SC","09/2019","1"
"421650","SÃO JOAQUIM","SC","09/2018","1"
"421650","SÃO JOAQUIM","SC","02/2019","1"
"421650","SÃO JOAQUIM","SC","10/2019","1"
"421650","SÃO JOAQUIM","SC","10/2018","1"
"421650","SÃO JOAQUIM","SC","11/2018","1"
"421650","SÃO JOAQUIM","SC","07/2019","1"
"421660","SÃO JOSÉ","SC","01/2019","1"
"421660","SÃO JOSÉ","SC","05/2019","1"
"421660","SÃO JOSÉ","SC","11/2018","1"
"421660","SÃO JOSÉ","SC","12/2018","1"
"421660","SÃO JOSÉ","SC","09/2018","1"
"421660","SÃO JOSÉ","SC","09/2019","1"
"421660","SÃO JOSÉ","SC","04/2019","1"
"421660","SÃO JOSÉ","SC","10/2019","1"
"421660","SÃO JOSÉ","SC","10/2018","1"
"421660","SÃO JOSÉ","SC","08/2019","1"
"421660","SÃO JOSÉ","SC","03/2019","1"
"421660","SÃO JOSÉ","SC","02/2019","1"
"421660","SÃO JOSÉ","SC","06/2019","1"
"421660","SÃO JOSÉ","SC","07/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","11/2018","1"
"421720","SÃO MIGUEL DO OESTE","SC","01/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","07/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","08/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","09/2018","1"
"421720","SÃO MIGUEL DO OESTE","SC","09/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","10/2018","1"
"421720","SÃO MIGUEL DO OESTE","SC","03/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","12/2018","1"
"421720","SÃO MIGUEL DO OESTE","SC","06/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","02/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","05/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","04/2019","1"
"421720","SÃO MIGUEL DO OESTE","SC","10/2019","1"
"421770","SOMBRIO","SC","09/2018","1"
"421770","SOMBRIO","SC","02/2019","1"
